text,cluster,similarity,place,Characters_nltk,Places_nltk,Characters_bert,Places_bert
"“They won’t trouble us,” Ygritte said. “It’s the dead they’ve come for. Cats can smell blood six miles off. They’ll stay near the bodies till they’ve eaten every last stringy shred o’ meat, and cracked the bones for the marrow.”Jon could hear the sounds of their feeding echoing off the rocks. It gave him an uneasy feeling. The warmth of the fire made him realize how bone-tired he was, but he dared not sleep. He had taken a captive, and it was on him to guard her. “Were they your kin?” he asked her quietly. “The two we killed?”“No more than you are.”“Me?” He frowned. “What do you mean?”“You said you were the Bastard o’ Winterfell.”“I am.”",Intimate moments,0.9999999969371428,15631,['Ygritte'],[],"['Ygritte', 'Jon Snow', 'Wineseller', 'Category:Bastards']",[]
"“Then you must do what needs be done,” Qhorin Halfhand said. “You are the blood of Winterfell and a man of the Night’s Watch.” He looked at the others. “Come, brothers. Leave him to it. It will go easier for him if we do not watch.” And he led them up the steep twisting trail toward the pale pink glow of the sun where it broke through a mountain cleft, and before very long only Jon and Ghost remained with the wildling girl.He thought Ygritte might try to run, but she only stood there, waiting, looking at him. “You never killed a woman before, did you?” When he shook his head, she said, “We die the same as men. But you don’t need to do it. Mance would take you, I know he would. There’s secret ways. Them crows would never catch us.”“I’m as much a crow as they are,” Jon said.She nodded, resigned. “Will you burn me, after?”",Intimate moments,0.9999999969371428,15673,"['Ygritte', 'Jon Snow', 'Qhorin']",[],"['Ygritte', 'Jon Snow']",[' Winterfell']
"“Then you must do what needs be done,” Qhorin Halfhand said. “You are the blood of Winterfell and a man of the Night’s Watch.” He looked at the others. “Come, brothers. Leave him to it. It will go easier for him if we do not watch.” And he led them up the steep twisting trail toward the pale pink glow of the sun where it broke through a mountain cleft, and before very long only Jon and Ghost remained with the wildling girl.He thought Ygritte might try to run, but she only stood there, waiting, looking at him. “You never killed a woman before, did you?” When he shook his head, she said, “We die the same as men. But you don’t need to do it. Mance would take you, I know he would. There’s secret ways. Them crows would never catch us.”“I’m as much a crow as they are,” Jon said.She nodded, resigned. “Will you burn me, after?”“I can’t. The smoke might be seen.”“That’s so.” She shrugged. “Well, there’s worse places to end up than the belly of a shadowcat.”",Intimate moments,0.9999999969371428,15674,"['Ygritte', 'Jon Snow', 'Qhorin']",[],"['Ygritte', 'Jon Snow']",[' Winterfell']
"He made his way back to the Tower of the Hand with a thousand armored feet marching through his skull. I ought to have seen this coming the first time I slipped through the back of Chataya’s wardrobe. Perhaps he had not wanted to see. His legs were aching badly by the time he had made the climb. He sent Pod for a flagon of wine and pushed his way into his bedchamber.Shae sat cross-legged in the canopied bed, nude but for the heavy golden chain that looped across the swell of her breasts: a chain of linked golden hands, each clasping the next.Tyrion had not expected her. “What are you doing here?”Laughing, she stroked the chain. “I wanted some hands on my titties… but these little gold ones are cold.”",Intimate moments,0.9999999968132718,15973,['Chataya'],[],"['Shae', 'Chataya', 'Tyrion Lannister']",[' Tower of the Hand']
"The gaoler was a furtive little man with broken veins in his nose. They found him bent over a tankard of ale and the remains of a pigeon pie, more than a little drunk. He squinted at them suspiciously. “Begging your forgiveness, m’lady, but Lord Edmure says no one is to see the Kingslayer without a writing from him, with his seal upon it.”“Lord Edmure? Has my father died, and no one told me?”The gaoler licked his lips. “No, m’lady, not as I knows.”“You will open the cell, or you will come with me to Lord Hoster’s solar and tell him why you saw fit to defy me.”His eyes fell. “As m’lady says.” The keys were chained to the studded leather belt that girdled his waist. He muttered under his breath as he sorted through them, until he found the one that fit the door to the Kingslayer’s cell.“Go back to your ale and leave us,” she commanded. An oil lamp hung from a hook on the low ceiling. Catelyn took it down and turned up the flame. “Brienne, see that I am not disturbed.”",Intimate moments,0.9999999968132718,16051,"['Horton Redfort', 'Cleyton Caswell']",[],"['Raynald Westerling', 'Hoster Frey', 'Cleyton Caswell', 'Benifer']",[]
"“I went to the warlocks hoping for answers, but instead they’ve left me with a hundred new questions.”By then there were people in the streets once more. “Make way,” Aggo shouted, while Jhogo sniffed at the air suspiciously. “I smell it, Khaleesi,” he called. “The poison water.” The Dothraki distrusted the sea and all that moved upon it. Water that a horse could not drink was water they wanted no part of. They will learn, Dany resolved. I braved their sea with Khal Drogo. Now they can brave mine.",Intimate moments,0.9999999953541407,16807,"['Aggo', 'Jhogo', 'Daenerys Targaryen', 'Drogo']",[],"['Jhogo', 'Drogo', 'Aggo', 'Daenerys Targaryen']",[]
"“Twenty or thirty.” The torchlight glittered off the chipped enamel of his visor. His helm and gorget were wrought in the shape of a man’s face and shoulders, skinless and bloody, mouth open in a silent howl of anguish.“Ser Rodrik had you five-to-one.”“Aye, but he thought us friends. A common mistake. When the old fool gave me his hand, I took half his arm instead. Then I let him see my face.” The man put both hands to his helm and lifted it off his head, holding it in the crook of his arm.“Reek,” Theon said, disquieted. How did a serving man get such fine armor?",Intimate moments,0.9999999968132718,17312,['Rodrik Stark'],[],"['Rodrik Stark', 'The Stonehouse']",[]
"It was dark when he woke again. At first he could see nothing, but after a time the vague outlines of a bed appeared around him. The drapes were drawn, but he could see the shape of carved bedposts, and the droop of the velvet canopy over his head. Under him was the yielding softness of a featherbed, and the pillow beneath his head was goose down. My own bed, I am in my own bed, in my own bedchamber.It was warm inside the drapes, under the great heap of furs and blankets that covered him. He was sweating. Fever, he thought groggily. He felt so weak, and the pain stabbed through him when he struggled to lift his hand. He gave up the effort. His head felt enormous, as big as the bed, too heavy to raise from the pillow. His body he could scarcely feel at all. How did I come here? He tried to remember. The battle came back in fits and flashes. The fight along the river, the knight who’d offered up his gauntlet, the bridge of ships…",Intimate moments,0.999999995763074,17343,[],[],[],[]
"“Enough,” Qhorin said abruptly. “Now we ride.”“Ride?” It was dark beyond the fire, and the night was cold. “Ride where?”“Back.” Qhorin mounted his weary garron one more time. “The fire will draw them past, I hope. Come, brother.”Jon pulled on his gloves again and raised his hood. Even the horses seemed reluctant to leave the fire. The sun was long gone, and only the cold silver shine of the half-moon remained to light their way over the treacherous ground that lay behind them. He did not know what Qhorin had in mind, but perhaps it was a chance. He hoped so. I do not want to play the oathbreaker, even for good reason.",Intimate moments,0.9999999969371428,17474,"['Jon Snow', 'Qhorin']",[],"['Jon Snow', 'Qhorin']",[]
"At break of day, they each chewed a half-frozen strip of horsemeat, then saddled their garrons once again, and fastened their black cloaks around their shoulders. During his watch the Halfhand had made a half-dozen torches, soaking bundles of dry moss with the oil he carried in his saddlebag. He lit the first one now and led the way down into the dark, holding the pale flame up before him. Jon followed with the horses. The stony path twisted and turned, first down, then up, then down more steeply. In spots it grew so narrow it was hard to convince the garrons they could squeeze through. By the time we come out we will have lost them, he told himself as they went. Not even an eagle can see through solid stone. We will have lost them, and we will ride hard for the Fist, and tell the Old Bear all we know.But when they emerged back into the light long hours later, the eagle was waiting for them, perched on a dead tree a hundred feet up the slope. Ghost went bounding up the rocks after it, but the bird flapped its wings and took to the air.Qhorin’s mouth tightened as he followed its flight with his eyes.“Here is as good a place as any to make a stand,” he declared. “The mouth of the cave shelters us from above, and they cannot get behind us without passing through the mountain. Is your sword sharp, Jon Snow?”",Intimate moments,0.9999999969371428,17499,['Jon Snow'],[],"['Jon Snow', 'Walder Brax', 'Qhorin']",[]
"Snow was falling.He could feel tears freezing to his cheeks. It isn’t fair, he wanted to scream. Snow would ruin everything he’d worked for, all his careful plans. It was a heavy fall, thick white flakes coming down all about him. How would they find their food caches in the snow, or the game trail they meant to follow east? They won’t need Dywen nor Bannen to hunt us down neither, not if we’re tracking through fresh snow. And snow hid the shape of the ground, especially by night. A horse could stumble over a root, break a leg on a stone. We’re done, he realized. Done before we began. We’re lost. There’d be no lord’s life for the leechman’s son, no keep to call his own, no wives nor crowns. Only a wildling’s sword in his belly, and then an unmarked grave. The snow’s taken it all from me… the bloody snow…",Intimate moments,0.9999999969371428,17962,"['Lonnel Snow', 'Dywen']",[],"['Cyrenna Swann', 'Dywen']",[]
"Jon Snow’s garron whickered softly, but a touch and a soft word soon quieted the animal. Would that his own fears could be calmed so easily. He was all in black, the black of the Night’s Watch, but the enemy rode before and behind. Wildlings, and I am with them. Ygritte wore the cloak of Qhorin Halfhand. Lenyl had his hauberk, the big spearwife Ragwyle his gloves, one of the bowmen his boots. Qhorin’s helm had been won by the short homely man called Longspear Ryk, but it fit poorly on his narrow head, so he’d given that to Ygritte as well. And Rattleshirt had Qhorin’s bones in his bag, along with the bloody head of Ebben, who set out with Jon to scout the Skirling Pass.Dead, all dead but me, and I am dead to the world.Ygritte rode just behind him. In front was Longspear Ryk. The Lord of Bones had made the two of them his guards. “If the crow flies, I’ll boil your bones as well,” he warned them when they had set out, smiling through the crooked teeth of the giant’s skull he wore for a helm.Ygritte hooted at him. “You want to guard him? If you want us to do it, leave us be and we’ll do it.”",Intimate moments,0.9999999969371428,18759,"['Ygritte', 'Joseth Mallister', 'Lyonel Selmy', 'Qhorin', 'Jon Snow']",[],"['Ygritte', 'Joseth Mallister', 'Jason Lannister (son of Gerold)', 'Qhorin', 'Lyonel Selmy', 'Jon Snow']",[' Skirling Pass']
"Tormund rose to his feet. “Hold. You gave Styr his style, give me mine.”Mance Rayder laughed. “As you wish. Jon Snow, before you stands Tormund Giantsbane, Tall-talker, Horn-blower, and Breaker of Ice. And here also Tormund Thunderfist, Husband to Bears, the Mead-king of Ruddy Hall, Speaker to Gods and Father of Hosts.”“That sounds more like me,” said Tormund. “Well met, Jon Snow. I am fond o’ wargs, as it happens, though not o’ Starks.”“The good woman at the brazier,” Mance Rayder went on, “is Dalla.” The pregnant woman smiled shyly. “Treat her like you would any queen, she is carrying my child.” He turned to the last two. “This beauty is her sister Val. Young Jarl beside her is her latest pet.”",Intimate moments,0.9999999969371428,18842,"['Raymun Redbeard', 'Serena Stark', 'Rosamund Lannister', 'Jon Snow', 'Dormund', 'Barre']",[],"['Mance Rayder', 'Rosamund Lannister', 'Jon Snow', 'Dormund']",[' Ruddy Hall']
"“Oh,” was all Dany had time to say as he pulled her close and pressed his lips down on hers. He smelled of sweat and salt and leather, and the iron studs on his jerkin dug into her naked breasts as he crushed her hard against him. One hand held her by the shoulder while the other slid down her spine to the small of her back, and her mouth opened for his tongue, though she never told it to. His beard is scratchy, she thought, but his mouth is sweet. The Dothraki wore no beards, only long mustaches, and only Khal Drogo had ever kissed her before. He should not be doing this. I am his queen, not his woman.It was a long kiss, though how long Dany could not have said. When it ended, Ser Jorah let go of her, and she took a quick step backward. “You… you should not have…”",Intimate moments,0.999999995763074,19070,"['Daenerys Targaryen', 'Serra', 'Jorah Mormont', 'Drogo']",[],"['Daenerys Targaryen', 'Jorah Mormont', 'Drogo']",[]
"Their host chewed on that. “If you don’t have the silver, might be some coppers would buy you them beds, and a coverlet or two to keep you warm. It’s not like I’m turning travelers away, if you get my meaning.”“That sounds more than fair,” said Ser Cleos.“The coverlets is fresh washed, too. My wife saw to that before she had to go off. Not a flea to be found neither, you have my word on that.” He jingled the coins again, smiling.Ser Cleos was plainly tempted. “A proper bed would do us all good, my lady,” he said to Brienne. “We’d make better time on the morrow once refreshed.” He looked to his cousin for support.",Brothels and desire,0.9999999968132718,19417,"['Serra', 'Cleyton Caswell']",[],"['Cleyton Caswell', 'Benifer']",[]
"Up the cellar steps came a man in a stained apron, grumbling. He was a head shorter than the woman, with a lumpy face and loose yellowish skin that still showed the marks of some pox. “I’m here, woman, quit your bellowing. What is it now?”“Hang this,” she said, handing him the duck.Anguy shuffled his feet. “We were thinking we might eat it, Sharna. With lemons. If you had some.”“Lemons. And where would we get lemons? Does this look like Dorne to you, you freckled fool? Why don’t you hop out back to the lemon trees and pick us a bushel, and some nice olives and pomegranates too.” She shook a finger at him. “Now, I suppose I could cook it with Lem’s cloak, if you like, but not till it’s hung for a few days. You’ll eat rabbit, or you won’t eat. Roast rabbit on a spit would be quickest, if you’ve got a hunger. Or might be you’d like it stewed, with ale and onions.”",Cunning remarks,0.9999999968132718,19735,"['Rast', 'Dareon', 'Shaena Targaryen']",[],"['Anguy', 'Shaena Targaryen']",[' Dorne']
"The next he knew, he was on his face with the taste of mud and blood in his mouth and Ygritte kneeling over him protectively, a bone dagger in her hand. He could still hear wings, though the eagle was not in sight. Half his world was black. “My eye,” he said in sudden panic, raising a hand to his face.“It’s only blood, Jon Snow. He missed the eye, just ripped your skin up some.”His face was throbbing. Tormund stood over them bellowing, he saw from his right eye as he rubbed blood from his left. Then there were hoofbeats, shouts, and the clacking of old dry bones.“Bag o’ Bones,” roared Tormund, “call off your hellcrow!”",Intimate moments,0.9999999969371428,20067,"['Ygritte', 'Jon Snow', 'Dormund']",[],"['Ygritte', 'Jon Snow', 'Dormund']",[]
"“Your bosom will be as lovely as the queen’s,” the old woman said as she looped her string around Sansa’s chest. “You should not hide it so.”The comment made her blush. Yet the last time she’d gone riding, she could not lace her jerkin all the way to the top, and the stableboy gaped at her as he helped her mount. Sometimes she caught grown men looking at her chest as well, and some of her tunics were so tight she could scarce breathe in them.“What color will it be?” she asked the seamstress.“Leave the colors to me, my lady. You will be pleased, I know you will. You shall have smallclothes and hose as well, kirtles and mantles and cloaks, and all else befitting a… a lovely young lady of noble birth.”",Suggestive tension,0.999999995763074,20143,['Sansa Stark'],[],['Sansa Stark'],[]
"And afterward, they insisted she dress herself in girl’s things, brown woolen stockings and a light linen shift, and over that a light green gown with acorns embroidered all over the bodice in brown thread, and more acorns bordering the hem. “My great-aunt is a septa at a motherhouse in Oldtown,” Lady Smallwood said as the women laced the gown up Arya’s back. “I sent my daughter there when the war began. She’ll have outgrown these things by the time she returns, no doubt. Are you fond of dancing, child? My Carellen’s a lovely dancer. She sings beautifully as well. What do you like to do?”She scuffed a toe amongst the rushes. “Needlework.”“Very restful, isn’t it?”“Well,” said Arya, “not the way I do it.”“No? I have always found it so. The gods give each of us our little gifts and talents, and it is meant for us to use them, my aunt always says. Any act can be a prayer, if done as well as we are able. Isn’t that a lovely thought? Remember that the next time you do your needlework. Do you work at it every day?”“I did till I lost Needle. My new one’s not as good.”",Intimate moments,0.999999995763074,21016,"['Clarent Crakehall', 'Arya Stark', 'Samwell Blackwood']",[],"['Clarent Crakehall', 'Arya Stark', 'Samwell Blackwood', 'Senelle']",[' Oldtown']
"Two hearts that beat as one. Mance Rayder’s mocking words rang bitter in his head. Jon had seldom felt so confused. I have no choice, he’d told himself the first time, when she slipped beneath his sleeping skins. If I refuse her, she will know me for a turncloak. I am playing the part the Halfhand told me to play.His body had played the part eagerly enough. His lips on hers, his hand sliding under her doeskin shirt to find a breast, his manhood stiffening when she rubbed her mound against it through their clothes. My vows, he’d thought, remembering the weirwood grove where he had said them, the nine great white trees in a circle, the carved red faces watching, listening. But her fingers were undoing his laces and her tongue was in his mouth and her hand slipped inside his smallclothes and brought him out, and he could not see the weirwoods anymore, only her. She bit his neck and he nuzzled hers, burying his nose in her thick red hair. Lucky, he thought, she is lucky, fire-kissed. “Isn’t that good?” she whispered as she guided him inside her. She was sopping wet down there, and no maiden, that was plain, but Jon did not care. His vows, her maidenhood, none of it mattered, only the heat of her, the mouth on his, the finger that pinched at his nipple. “Isn’t that sweet?” she said again. “Not so fast, oh, slow, yes, like that. There now, there now, yes, sweet, sweet. You know nothing, Jon Snow, but I can show you. Harder now. Yessss.”",Intimate moments,0.999999995763074,21582,"['Jon Snow', 'Mance Rayder', 'Tess']",[],"['Jon Snow', 'Mance Rayder']",[]
"His body had played the part eagerly enough. His lips on hers, his hand sliding under her doeskin shirt to find a breast, his manhood stiffening when she rubbed her mound against it through their clothes. My vows, he’d thought, remembering the weirwood grove where he had said them, the nine great white trees in a circle, the carved red faces watching, listening. But her fingers were undoing his laces and her tongue was in his mouth and her hand slipped inside his smallclothes and brought him out, and he could not see the weirwoods anymore, only her. She bit his neck and he nuzzled hers, burying his nose in her thick red hair. Lucky, he thought, she is lucky, fire-kissed. “Isn’t that good?” she whispered as she guided him inside her. She was sopping wet down there, and no maiden, that was plain, but Jon did not care. His vows, her maidenhood, none of it mattered, only the heat of her, the mouth on his, the finger that pinched at his nipple. “Isn’t that sweet?” she said again. “Not so fast, oh, slow, yes, like that. There now, there now, yes, sweet, sweet. You know nothing, Jon Snow, but I can show you. Harder now. Yessss.”A part, he tried to remind himself afterward. I am playing a part. I had to do it once, to prove I’d abandoned my vows. I had to make her trust me. It need never happen again. He was still a man of the Night’s Watch, and a son of Eddard Stark. He had done what needed to be done, proved what needed to be proven.",Intimate moments,0.999999995763074,21584,"['Eddard Stark', 'Jon Snow']",[],"['Eddard Stark', 'Jon Snow']",[]
"He walked past the Thenns, sitting atop their rounded bronze helms about their cookfires. Where did Ygrette get herself to? He found her gear and his together, but no sign of the girl herself. “She took a torch and went off that way,” Grigg the Goat told him, pointing toward the back of the cavern.Jon followed his finger, and found himself in a dim back room wandering through a maze of columns and stalactites. She can’t be here, he was thinking, when he heard her laugh. He turned toward the sound, but within ten paces he was in a dead end, facing a blank wall of rose and white flowstone. Baffled, he made his way back the way he’d come, and then he saw it: a dark hole under an outthrust of wet stone. He knelt, listened, heard the faint sound of water. “Ygritte?”“In here,” her voice came back, echoing faintly.",Intimate moments,0.9999999969371428,21625,['Ygritte'],[],"['Ygritte', 'Jon Snow']",[]
"“Yes. Gendel had the king to the south, the Umbers to the east, and the Watch to the north of him. He died as well.”“You know nothing, Jon Snow. Gendel did not die. He cut his way free, through the crows, and led his people back north with the wolves howling at their heels. Only Gendel did not know the caves as Gorne had, and took a wrong turn.” She swept the torch back and forth, so the shadows jumped and moved. “Deeper he went, and deeper, and when he tried t’ turn back the ways that seemed familiar ended in stone rather than sky. Soon his torches began t’ fail, one by one, till finally there was naught but dark. Gendel’s folk were never seen again, but on a still night you can hear their children’s children’s children sobbing under the hills, still looking for the way back up. Listen? Do you hear them?”",Intimate moments,0.9999999969371428,21636,"['Grenn', 'Jon Snow', 'Senelle']",[],"['Grenn', 'Jon Snow', 'Senelle']",[]
"“I know I want you,” he heard himself say, all his vows and all his honor forgotten. She stood before him naked as her name day, and he was as hard as the rock around them. He had been in her half a hundred times by now, but always beneath the furs, with others all around them. He had never seen how beautiful she was. Her legs were skinny but well muscled, the hair at the juncture of her thighs a brighter red than that on her head. Does that make it even luckier? He pulled her close. “I love the smell of you,” he said. “I love your red hair. I love your mouth, and the way you kiss me. I love your smile. I love your teats.” He kissed them, one and then the other. “I love your skinny legs, and what’s between them.” He knelt to kiss her there, lightly on her mound at first, but Ygritte moved her legs apart a little, and he saw the pink inside and kissed that as well, and tasted her. She gave a little gasp. “If you love me all so much, why are you still dressed?” she whispered. “You know nothing, Jon Snow. Noth—oh. Oh. OHHH.”",Intimate moments,0.999999995763074,21647,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"“I know I want you,” he heard himself say, all his vows and all his honor forgotten. She stood before him naked as her name day, and he was as hard as the rock around them. He had been in her half a hundred times by now, but always beneath the furs, with others all around them. He had never seen how beautiful she was. Her legs were skinny but well muscled, the hair at the juncture of her thighs a brighter red than that on her head. Does that make it even luckier? He pulled her close. “I love the smell of you,” he said. “I love your red hair. I love your mouth, and the way you kiss me. I love your smile. I love your teats.” He kissed them, one and then the other. “I love your skinny legs, and what’s between them.” He knelt to kiss her there, lightly on her mound at first, but Ygritte moved her legs apart a little, and he saw the pink inside and kissed that as well, and tasted her. She gave a little gasp. “If you love me all so much, why are you still dressed?” she whispered. “You know nothing, Jon Snow. Noth—oh. Oh. OHHH.”Afterward, she was almost shy, or as shy as Ygritte ever got. “That thing you did,” she said, when they lay together on their piled clothes. “With your… mouth.” She hesitated. “Is that… is it what lords do to their ladies, down in the south?”",Intimate moments,0.999999995763074,21648,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"“I know I want you,” he heard himself say, all his vows and all his honor forgotten. She stood before him naked as her name day, and he was as hard as the rock around them. He had been in her half a hundred times by now, but always beneath the furs, with others all around them. He had never seen how beautiful she was. Her legs were skinny but well muscled, the hair at the juncture of her thighs a brighter red than that on her head. Does that make it even luckier? He pulled her close. “I love the smell of you,” he said. “I love your red hair. I love your mouth, and the way you kiss me. I love your smile. I love your teats.” He kissed them, one and then the other. “I love your skinny legs, and what’s between them.” He knelt to kiss her there, lightly on her mound at first, but Ygritte moved her legs apart a little, and he saw the pink inside and kissed that as well, and tasted her. She gave a little gasp. “If you love me all so much, why are you still dressed?” she whispered. “You know nothing, Jon Snow. Noth—oh. Oh. OHHH.”Afterward, she was almost shy, or as shy as Ygritte ever got. “That thing you did,” she said, when they lay together on their piled clothes. “With your… mouth.” She hesitated. “Is that… is it what lords do to their ladies, down in the south?”“I don’t think so.” No one had ever told Jon just what lords did with their ladies. “I only… wanted to kiss you there, that’s all. You seemed to like it.”",Intimate moments,0.999999995763074,21649,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"“I know I want you,” he heard himself say, all his vows and all his honor forgotten. She stood before him naked as her name day, and he was as hard as the rock around them. He had been in her half a hundred times by now, but always beneath the furs, with others all around them. He had never seen how beautiful she was. Her legs were skinny but well muscled, the hair at the juncture of her thighs a brighter red than that on her head. Does that make it even luckier? He pulled her close. “I love the smell of you,” he said. “I love your red hair. I love your mouth, and the way you kiss me. I love your smile. I love your teats.” He kissed them, one and then the other. “I love your skinny legs, and what’s between them.” He knelt to kiss her there, lightly on her mound at first, but Ygritte moved her legs apart a little, and he saw the pink inside and kissed that as well, and tasted her. She gave a little gasp. “If you love me all so much, why are you still dressed?” she whispered. “You know nothing, Jon Snow. Noth—oh. Oh. OHHH.”Afterward, she was almost shy, or as shy as Ygritte ever got. “That thing you did,” she said, when they lay together on their piled clothes. “With your… mouth.” She hesitated. “Is that… is it what lords do to their ladies, down in the south?”“I don’t think so.” No one had ever told Jon just what lords did with their ladies. “I only… wanted to kiss you there, that’s all. You seemed to like it.”“Aye. I… I liked it some. No one taught you such?”",Intimate moments,0.999999995763074,21650,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"“I know I want you,” he heard himself say, all his vows and all his honor forgotten. She stood before him naked as her name day, and he was as hard as the rock around them. He had been in her half a hundred times by now, but always beneath the furs, with others all around them. He had never seen how beautiful she was. Her legs were skinny but well muscled, the hair at the juncture of her thighs a brighter red than that on her head. Does that make it even luckier? He pulled her close. “I love the smell of you,” he said. “I love your red hair. I love your mouth, and the way you kiss me. I love your smile. I love your teats.” He kissed them, one and then the other. “I love your skinny legs, and what’s between them.” He knelt to kiss her there, lightly on her mound at first, but Ygritte moved her legs apart a little, and he saw the pink inside and kissed that as well, and tasted her. She gave a little gasp. “If you love me all so much, why are you still dressed?” she whispered. “You know nothing, Jon Snow. Noth—oh. Oh. OHHH.”Afterward, she was almost shy, or as shy as Ygritte ever got. “That thing you did,” she said, when they lay together on their piled clothes. “With your… mouth.” She hesitated. “Is that… is it what lords do to their ladies, down in the south?”“I don’t think so.” No one had ever told Jon just what lords did with their ladies. “I only… wanted to kiss you there, that’s all. You seemed to like it.”“Aye. I… I liked it some. No one taught you such?”“There’s been no one,” he confessed. “Only you.”“A maid,” she teased. “You were a maid.”",Intimate moments,0.999999995763074,21651,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"The day promised to be damp and cold, and damper and colder by the Wall, beneath those tons of ice. The closer they got, the more the Thenns held back. They have never seen the Wall before, not even the Magnar, Jon realized. It frightens them. In the Seven Kingdoms it was said that the Wall marked the end of the world. That is true for them as well. It was all in where you stood.And where do I stand? Jon did not know. To stay with Ygritte, he would need to become a wildling heart and soul. If he abandoned her to return to his duty, the Magnar might cut her heart out. And if he took her with him… assuming she would go, which was far from certain… well, he could scarcely bring her back to Castle Black to live among the brothers. A deserter and a wildling could expect no welcome anywhere in the Seven Kingdoms. We could go look for Gendel’s children, I suppose. Though they’d be more like to eat us than to take us in.",Traditions and sex,0.9999999969371428,22094,"['Ygritte', 'Senelle', 'Beth Cassel', 'Jon Snow', 'Calla Blackfyre']",[],"['Ygritte', 'Jon Snow', 'Senelle']","[' Wall', ' Wall', ' Seven Kingdoms', ' Wall', ' Castle Black', ' Seven Kingdoms']"
"When all of them were in place, the Magnar shouted a brusque command in the Old Tongue, and five of his Thenns started up together. Even with the ladders, it was no easy climb. Ygritte watched them struggle for a while. “I hate this Wall,” she said in a low angry voice. “Can you feel how cold it is?”“It’s made of ice,” Jon pointed out.“You know nothing, Jon Snow. This wall is made o’ blood.”Nor had it drunk its fill. By sunset, two of the Thenns had fallen from the ladder to their deaths, but they were the last. It was near midnight before Jon reached the top. The stars were out again, and Ygritte was trembling from the climb. “I almost fell,” she said, with tears in her eyes. “Twice. Thrice. The Wall was trying t’ shake me off, I could feel it.” One of the tears broke free and trickled slowly down her cheek.",Intimate moments,0.9999999969371428,22133,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']","[' Wall', ' Wall']"
"“The worst is behind us.” Jon tried to sound confident. “Don’t be frightened.” He tried to put an arm around her.Ygritte slammed the heel of her hand into his chest, so hard it stung even through his layers of wool, mail, and boiled leather. “I wasn’t frightened. You know nothing, Jon Snow.”“Why are you crying, then?”“Not for fear!” She kicked savagely at the ice beneath her with a heel, chopping out a chunk. “I’m crying because we never found the Horn of Winter. We opened half a hundred graves and let all those shades loose in the world, and never found the Horn of Joramun to bring this cold thing down!”",Intimate moments,0.9999999969371428,22139,"['Jon Snow', 'Donnis']",[],"['Ygritte', 'Jon Snow']",[' of Joramun']
"“Not only do I see it, I believe I smell it now.”“Then take a good sniff, my lord. Fill up your nose. Half a million people stink more than three hundred, you’ll find. Do you smell the gold cloaks? There are near five thousand of them. My father’s own sworn swords must account for another twenty thousand. And then there are the roses. Roses smell so sweet, don’t they? Especially when there are so many of them. Fifty, sixty, seventy thousand roses, in the city or camped outside it, I can’t really say how many are left, but there’s more than I care to count, anyway.”",Cunning remarks,0.9999999968132718,23389,['Will'],[],[],[]
"“I’m with Lem,” Notch said. “Let me feather the dog a few times, discourage him some.”Lord Beric shook his head. “Clegane won his life beneath the hollow hill. I will not rob him of it.”“My lord is wise,” Thoros told the others. “Brothers, a trial by battle is a holy thing. You heard me ask R’hllor to take a hand, and you saw his fiery finger snap Lord Beric’s sword, just as he was about to make an end of it. The Lord of Light is not yet done with Joffrey’s Hound, it would seem.”Harwin soon returned to the brewhouse. “Puddingfoot was sound asleep, but unharmed.”",Intimate moments,0.9999999968132718,23540,"['All-for-Joffrey', 'Thoros of Myr', 'Sandor Clegane', 'Notch', 'Beric Dondarrion']",[],"['All-for-Joffrey', 'Harwin', 'Thoros of Myr', 'Sandor Clegane', 'Notch']",[]
"Jon caught her wrist. “What if the man who stole you drank too much?” he insisted. “What if he was brutal or cruel?” He tightened his grip to make a point. “What if he was stronger than you, and liked to beat you bloody?”“I’d cut his throat while he slept. You know nothing, Jon Snow.” Ygritte twisted like an eel and wrenched away from him.I know one thing. I know that you are wildling to the bone. It was easy to forget that sometimes, when they were laughing together, or kissing. But then one of them would say something, or do something, and he would suddenly be reminded of the wall between their worlds.“A man can own a woman or a man can own a knife,” Ygritte told him, “but no man can own both. Every little girl learns that from her mother.” She raised her chin defiantly and gave her thick red hair a shake. “And men can’t own the land no more’n they can own the sea or the sky. You kneelers think you do, but Mance is going t’ show you different.”",Intimate moments,0.9999999969371428,23695,"['Ygritte', 'Jon Snow']",[],"['Ygritte', 'Jon Snow']",[]
"“He can!” she insisted. “You know nothing, Jon Snow. You have never seen the free folk fight!”Wildlings fought like heroes or demons, depending on who you talked to, but it came down to the same thing in the end. They fight with reckless courage, every man out for glory. “I don’t doubt that you’re all very brave, but when it comes to battle, discipline beats valor every time. In the end Mance will fail as all the Kings-beyond-the-Wall have failed before him. And when he does, you’ll die. All of you.”",Traditions and sex,0.9999999969371428,23701,['Jon Snow'],[],['Jon Snow'],[]
